out_path,rel_path,file_name,eye_label,x0,y0,x1,y1,out_size,pad_scale,screen_x,screen_y,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,fc_x,fc_y,fc_z,gt_x,gt_y,gt_z,gaze_dx,gaze_dy,gaze_dz,gaze_ux,gaze_uy,gaze_uz,subject_id
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0464.jpg_L.png,day01/0464.jpg,day01_0464.jpg_L.png,left,869,473,963,567,64,0.4,124.0,517.0,0.029841,0.124897,-0.05801,104.519572,73.298887,460.963869,105.884122,96.115326,461.561235,89.126695,112.107604,-32.109375,-16.757427,15.992278,-493.67061,-0.033907,0.032359,-0.998901,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day04_0016.jpg_R.png,day04/0016.jpg,day04_0016.jpg_R.png,right,536,289,622,375,64,0.4,716.0,404.0,-0.027178,0.239216,0.002265,10.115739,-15.209856,476.326065,9.990469,7.646693,475.716799,-43.179401,88.264733,-21.130955,-53.16987,80.61804,-496.847754,-0.105048,0.159278,-0.981629,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0875.jpg_L.png,day24/0875.jpg,day24_0875.jpg_L.png,left,676,353,783,459,64,0.4,1118.0,464.0,-0.132321,0.12159,0.026254,10.782822,16.764157,417.271813,10.00239,39.421689,414.299285,-132.763836,102.659808,-14.628349,-142.766226,63.238119,-428.927634,-0.312765,0.138539,-0.939673,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0464.jpg_L.png,day17/0464.jpg,day17_0464.jpg_L.png,left,684,297,778,391,64,0.4,436.0,172.0,-0.134456,0.106268,0.045781,16.899911,-10.824435,473.294634,15.695688,11.810538,470.291864,18.85804,35.690689,-24.335344,3.162352,23.880151,-494.627208,0.006386,0.048222,-0.998816,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0664.jpg_R.png,day21/0664.jpg,day21_0664.jpg_R.png,right,558,211,655,307,64,0.4,990.0,253.0,0.015433,0.024483,-0.043833,25.71178,-47.909523,441.003568,26.71789,-25.069194,441.344015,-104.602305,55.151412,-15.362294,-131.320195,80.220606,-456.706309,-0.272485,0.166455,-0.947652,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0643.jpg_L.png,day24/0643.jpg,day24_0643.jpg_L.png,left,664,449,744,528,64,0.4,457.0,11.0,-0.307454,0.061223,-0.029117,10.704379,69.961695,551.150528,11.145775,91.7453,544.215942,13.867886,-0.272349,-22.852473,2.722111,-92.017649,-567.068415,0.004738,-0.160172,-0.987078,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day12_0262.jpg_L.png,day12/0262.jpg,day12_0262.jpg_L.png,left,586,382,671,467,64,0.4,1253.0,258.0,-0.243186,0.049061,-0.011881,-31.299669,31.98837,520.797082,-31.166493,54.179133,515.286992,-163.275799,56.906907,-10.869527,-132.109306,2.727774,-526.156519,-0.243522,0.005028,-0.969882,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0174.jpg_R.png,day26/0174.jpg,day26_0174.jpg_R.png,right,535,369,615,448,64,0.4,938.0,788.0,-0.145671,0.100729,-0.029902,6.917151,22.22553,522.494379,7.429898,44.838401,519.147153,-91.987931,174.698993,-19.983713,-99.417829,129.860592,-539.130866,-0.176463,0.230498,-0.956939,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day02_0839.jpg_R.png,day02/0839.jpg,day02_0839.jpg_R.png,right,551,371,627,447,64,0.4,1264.0,726.0,-0.223681,0.156708,0.017659,14.127235,23.533758,516.536714,13.330238,45.826782,511.517285,-164.845252,161.619936,-13.939741,-178.17549,115.793154,-525.457026,-0.314355,0.204294,-0.927063,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0154.jpg_R.png,day21/0154.jpg,day21_0154.jpg_R.png,right,484,300,574,391,64,0.4,39.0,453.0,-0.103743,0.126844,-0.08149,-10.796746,-11.409523,451.328449,-9.09388,11.25708,448.85173,107.971646,97.585626,-33.12691,117.065526,86.328546,-481.97864,0.232527,0.171474,-0.957354,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day09_0379.jpg_L.png,day09/0379.jpg,day09_0379.jpg_L.png,left,687,343,777,433,64,0.4,1265.0,132.0,-0.099702,0.017936,0.087881,20.141972,8.70669,489.537661,18.118174,31.370066,487.282803,-166.191609,28.751178,-9.785366,-184.309783,-2.618888,-497.068169,-0.347659,-0.00494,-0.937608,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day13_0421.jpg_L.png,day13/0421.jpg,day13_0421.jpg_L.png,left,578,319,658,399,64,0.4,832.0,51.0,-0.108668,0.261128,-0.024021,-35.724365,-1.403974,532.15199,-35.504719,21.320386,529.629297,-69.729883,9.583548,-16.675379,-34.225164,-11.736838,-546.304676,-0.062512,-0.021437,-0.997814,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day15_0137.jpg_L.png,day15/0137.jpg,day15_0137.jpg_L.png,left,657,481,730,554,64,0.4,61.0,623.0,-0.316795,0.067387,-0.061257,6.314186,91.116949,576.152166,7.447745,112.802442,568.992334,103.384268,135.666021,-33.932212,95.936523,22.863579,-602.924546,0.157032,0.037424,-0.986884,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day23_0700.jpg_L.png,day23/0700.jpg,day23_0700.jpg_L.png,left,703,286,821,404,64,0.4,698.0,204.0,-0.055859,-0.070934,-0.012809,18.543117,-6.569002,367.653599,18.880855,16.258488,366.388528,-39.541269,43.483362,-20.047845,-58.422124,27.224874,-386.436373,-0.149122,0.069491,-0.986374,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0661.jpg_L.png,day24/0661.jpg,day24_0661.jpg_L.png,left,636,385,721,470,64,0.4,868.0,448.0,-0.167949,0.130106,-0.079369,-4.255713,36.618055,532.233466,-2.705198,59.090259,528.308586,-77.01182,98.475224,-18.820704,-74.306622,39.384965,-547.12929,-0.134235,0.071149,-0.988392,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day05_0407.jpg_R.png,day05/0407.jpg,day05_0407.jpg_R.png,right,537,454,613,530,64,0.4,122.0,586.0,-0.177683,0.067229,0.016571,5.154532,72.815199,560.164085,4.641777,95.317234,556.138633,89.703429,127.53729,-32.624384,85.061652,32.220056,-588.763017,0.142781,0.054083,-0.988276,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0573.jpg_L.png,day17/0573.jpg,day17_0573.jpg_L.png,left,685,322,780,418,64,0.4,967.0,733.0,-0.364157,0.120445,-0.05567,16.553088,5.156053,461.70507,17.299154,26.488893,453.50982,-98.562677,162.466351,-19.101403,-115.861831,135.977458,-472.611223,-0.229317,0.26913,-0.935405,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0083.jpg_R.png,day17/0083.jpg,day17_0083.jpg_R.png,right,583,290,663,370,64,0.4,943.0,544.0,-0.128811,0.089768,0.012932,32.484077,-17.509112,519.28319,32.057692,5.164694,516.363347,-93.56497,120.131023,-18.198198,-125.622662,114.966329,-534.561545,-0.223914,0.20492,-0.952822,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0331.jpg_L.png,day06/0331.jpg,day06_0331.jpg_L.png,left,603,355,685,437,64,0.4,896.0,708.0,-0.075888,0.054547,-0.070879,-22.845675,19.078968,525.087167,-21.276007,41.820847,523.311815,-82.767786,156.70215,-20.149558,-61.491779,114.881303,-543.461373,-0.11003,0.205562,-0.972439,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day03_1064.jpg_R.png,day03/1064.jpg,day03_1064.jpg_R.png,right,567,273,670,376,64,0.4,330.0,797.0,0.05969,0.310361,-0.023636,28.743366,-16.925027,422.759582,29.484833,5.893258,424.018497,43.691571,175.239466,-30.513225,14.206738,169.346208,-454.531722,0.029276,0.348979,-0.936673,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day27_0313.jpg_R.png,day27/0313.jpg,day27_0313.jpg_R.png,right,484,380,583,480,64,0.4,21.0,658.0,-0.298609,0.028753,-0.001241,-4.40804,27.165219,414.051538,-4.477518,49.018431,407.325391,112.375615,143.398241,-34.864591,116.853133,94.37981,-442.189982,0.250218,0.202096,-0.946862,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day25_0577.jpg_R.png,day25/0577.jpg,day25_0577.jpg_R.png,right,553,267,653,368,64,0.4,1263.0,681.0,-0.059377,-0.109508,-0.009739,24.251171,-19.167076,415.251081,24.54751,3.656598,413.909126,-164.707216,151.551515,-13.643535,-189.254726,147.894917,-427.552661,-0.38592,0.301581,-0.871846,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0367.jpg_R.png,day17/0367.jpg,day17_0367.jpg_R.png,right,564,312,667,414,64,0.4,417.0,733.0,-0.298674,0.05154,0.003816,29.6873,-0.559962,413.40837,29.42673,21.29282,406.685516,24.15832,161.134115,-28.56975,-5.26841,139.841295,-435.255266,-0.011523,0.305866,-0.952005,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day02_0588.jpg_R.png,day02/0588.jpg,day02_0588.jpg_R.png,right,648,348,739,439,64,0.4,1109.0,721.0,-0.111443,-0.044757,-0.030816,65.550323,13.020566,464.854236,66.310066,35.732931,462.328364,-130.269698,160.126043,-16.573269,-196.579764,124.393112,-478.901633,-0.369224,0.23364,-0.899492,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day04_0324.jpg_R.png,day04/0324.jpg,day04_0324.jpg_R.png,right,568,463,631,526,64,0.4,594.0,309.0,-0.248163,0.029135,-0.067609,16.374368,84.251722,657.887601,17.820846,106.364619,652.25411,-16.137294,66.718778,-22.569539,-33.95814,-39.645841,-674.823649,-0.050172,-0.058575,-0.997021,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day28_0127.jpg_R.png,day28/0127.jpg,day28_0127.jpg_R.png,right,507,347,592,432,64,0.4,567.0,735.0,-0.221215,0.065233,-0.013027,-4.104478,11.931073,495.032295,-3.973511,34.237173,490.009397,-9.307261,161.94483,-26.001403,-5.33375,127.707657,-516.0108,-0.010033,0.24023,-0.970664,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day02_0273.jpg_L.png,day02/0273.jpg,day02_0273.jpg_L.png,left,736,418,820,502,64,0.4,830.0,463.0,-0.292855,-0.046128,-0.111504,45.112927,51.793694,499.317019,47.773191,73.545424,492.790612,-68.504551,101.738512,-19.579355,-116.277742,28.193088,-512.369967,-0.220996,0.053583,-0.973802,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0503.jpg_R.png,day06/0503.jpg,day06_0503.jpg_R.png,right,416,369,505,458,64,0.4,1178.0,555.0,-0.187296,0.115131,-0.009293,-42.028657,21.874714,449.831673,-42.063427,44.33931,445.571449,-145.979504,123.160828,-14.229246,-103.916077,78.821518,-459.800695,-0.217424,0.164919,-0.962044,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0072.jpg_L.png,day24/0072.jpg,day24_0072.jpg_L.png,left,709,192,808,291,64,0.4,381.0,587.0,-0.103627,0.059499,0.005045,25.300429,-53.813086,436.619592,25.114941,-31.070987,434.259239,31.914887,128.388341,-28.172619,6.799946,159.459328,-462.431858,0.0139,0.325959,-0.945282,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day15_0513.jpg_L.png,day15/0513.jpg,day15_0513.jpg_L.png,left,687,286,782,381,64,0.4,183.0,459.0,-0.279747,0.138123,-0.027564,17.941043,-12.878991,470.019767,18.122886,9.090009,463.684252,75.852403,99.276562,-30.689714,57.729517,90.186553,-494.373966,0.114127,0.178291,-0.977337,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0521.jpg_R.png,day24/0521.jpg,day24_0521.jpg_R.png,right,543,405,624,485,64,0.4,177.0,283.0,-0.226441,0.010563,-0.218022,11.207161,34.949252,516.874946,16.083322,56.693913,511.756205,76.858369,59.89279,-29.56718,60.775047,3.198877,-541.323385,0.111568,0.005872,-0.993739,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0171.jpg_L.png,day24/0171.jpg,day24_0171.jpg_L.png,left,647,322,745,419,64,0.4,266.0,386.0,-0.287654,-0.027749,-0.030956,-1.707127,3.80873,434.79251,-0.918617,25.723523,428.317259,57.194649,83.148323,-28.752416,58.113266,57.4248,-457.069675,0.125159,0.123677,-0.984398,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0597.jpg_L.png,day21/0597.jpg,day21_0597.jpg_L.png,left,758,234,862,339,64,0.4,79.0,73.0,0.03849,0.288525,0.071095,43.252849,-33.595805,408.697827,41.777497,-10.804958,409.79756,98.327919,12.680751,-29.791635,56.550422,23.485709,-439.589195,0.127414,0.052916,-0.990437,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0180.jpg_L.png,day26/0180.jpg,day26_0180.jpg_L.png,left,675,344,750,418,64,0.4,21.0,44.0,-0.097311,-0.035118,-0.148718,18.535939,14.79949,577.977796,21.956766,37.304376,575.824472,111.214568,6.053283,-30.588132,89.257802,-31.251093,-606.412604,0.145432,-0.050919,-0.988057,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0615.jpg_R.png,day17/0615.jpg,day17_0615.jpg_R.png,right,499,265,608,374,64,0.4,145.0,5.0,-0.025741,0.023065,-0.026587,5.78209,-17.750866,381.58604,6.38303,5.098491,380.99064,83.472814,-2.370223,-28.181819,77.089784,-7.468714,-409.172459,0.185117,-0.017935,-0.982553,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day03_0297.jpg_L.png,day03/0297.jpg,day03_0297.jpg_L.png,left,646,297,737,388,64,0.4,1143.0,388.0,-0.093177,0.066161,-0.039254,-1.182907,-8.851364,475.833046,-0.357934,13.896917,473.678072,-138.485776,85.720011,-13.668636,-138.127842,71.823094,-487.346708,-0.269987,0.140386,-0.952575,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0712.jpg_R.png,day01/0712.jpg,day01_0712.jpg_R.png,right,507,475,611,580,64,0.4,799.0,111.0,-0.286237,0.234277,-0.034056,2.048146,71.550981,439.979703,2.051174,93.47692,433.494183,-62.253166,22.924945,-17.661375,-64.30434,-70.551975,-451.155558,-0.139445,-0.152993,-0.978339,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day29_0264.jpg_R.png,day29/0264.jpg,day29_0264.jpg_R.png,right,509,322,616,428,64,0.4,1254.0,576.0,-0.083462,0.025183,0.009268,8.60804,4.746283,397.766529,8.372381,27.530727,395.863289,-162.897604,128.042385,-13.067155,-171.269985,100.511658,-408.930444,-0.37675,0.2211,-0.899541,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day13_0019.jpg_R.png,day13/0019.jpg,day13_0019.jpg_R.png,right,545,314,638,406,64,0.4,557.0,568.0,-0.031619,-0.03704,-0.038971,17.554761,-2.979085,475.05309,18.458641,19.857144,474.347091,-7.39176,124.564568,-25.010414,-25.850401,104.707424,-499.357505,-0.050601,0.204958,-0.977462,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0165.jpg_L.png,day17/0165.jpg,day17_0165.jpg_L.png,left,749,267,849,368,64,0.4,326.0,773.0,-0.311166,-0.029253,0.020064,37.243905,-19.78408,399.831353,36.895832,1.978442,392.825622,44.538705,169.861245,-30.414928,7.642873,167.882803,-423.24055,0.016783,0.368661,-0.929412,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day28_0686.jpg_R.png,day28/0686.jpg,day28_0686.jpg_R.png,right,476,339,562,425,64,0.4,860.0,751.0,-0.073398,0.070898,-0.047372,-16.175224,7.146011,462.364963,-15.153785,29.92387,460.651906,-74.653828,166.23357,-21.068795,-59.500043,136.3097,-481.720701,-0.118019,0.270371,-0.955495,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day09_0153.jpg_L.png,day09/0153.jpg,day09_0153.jpg_L.png,left,648,361,745,458,64,0.4,749.0,325.0,-0.114238,0.082431,-0.116308,0.377067,24.678245,458.761428,2.914325,47.240249,456.054568,-50.692047,70.673248,-20.012626,-53.606372,23.432999,-476.067194,-0.111762,0.048855,-0.992533,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day04_0743.jpg_L.png,day04/0743.jpg,day04_0743.jpg_L.png,left,677,356,758,437,64,0.4,88.0,299.0,-0.156046,-0.102862,0.041723,15.901668,15.404438,518.467364,15.136425,37.972073,514.872223,96.747113,63.256232,-31.210769,81.610688,25.284159,-546.082992,0.147651,0.045744,-0.987981,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day15_0551.jpg_R.png,day15/0551.jpg,day15_0551.jpg_R.png,right,572,287,681,396,64,0.4,508.0,418.0,-0.30008,0.072188,0.086913,33.713467,-6.265048,384.445032,31.514535,15.493657,377.771786,3.257922,90.89255,-24.80922,-28.256613,75.398893,-402.581006,-0.068826,0.183651,-0.980579,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0774.jpg_L.png,day17/0774.jpg,day17_0774.jpg_L.png,left,625,349,724,449,64,0.4,702.0,203.0,-0.092099,0.050471,0.000199,-10.886594,16.18161,460.375114,-10.944224,38.949737,458.273247,-40.435676,43.269362,-19.972019,-29.491452,4.319625,-478.245266,-0.061547,0.009015,-0.998064,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day03_0029.jpg_L.png,day03/0029.jpg,day03_0029.jpg_L.png,left,642,365,745,468,64,0.4,937.0,421.0,-0.079014,0.176933,-0.044439,-2.964998,24.04331,431.592484,-2.114876,46.814678,429.708111,-92.458783,92.60276,-17.444804,-90.343907,45.788082,-447.152915,-0.197051,0.099869,-0.975293,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0712.jpg_R.png,day24/0712.jpg,day24_0712.jpg_R.png,right,527,401,608,483,64,0.4,655.0,111.0,-0.255066,-0.015348,-0.073123,2.575328,39.068513,527.25491,4.272164,61.133339,521.504002,-30.122578,22.576141,-20.14036,-34.394742,-38.557198,-541.644362,-0.063214,-0.070864,-0.995481,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day16_0277.jpg_L.png,day16/0277.jpg,day16_0277.jpg_L.png,left,687,349,790,452,64,0.4,1145.0,20.0,-0.437799,0.130748,0.037254,16.37165,15.259878,431.804482,14.906323,35.956161,422.195869,-139.627906,3.407357,-11.071116,-154.534229,-32.548804,-433.266985,-0.335105,-0.070582,-0.939533,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0045.jpg_L.png,day17/0045.jpg,day17_0045.jpg_L.png,left,599,273,690,365,64,0.4,1083.0,627.0,0.044518,-0.295774,-0.052532,-21.961242,-17.835977,442.679478,-20.927851,4.975243,443.858073,-124.646092,139.036313,-16.366161,-103.718241,134.06107,-460.224234,-0.211478,0.273346,-0.938381,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day16_0085.jpg_R.png,day16/0085.jpg,day16_0085.jpg_R.png,right,559,326,652,419,64,0.4,1234.0,539.0,-0.303615,0.133377,-0.007869,24.576215,2.85282,453.166269,24.294134,24.67289,446.338841,-158.504988,119.717453,-13.153757,-182.799122,95.044563,-459.492598,-0.363007,0.188742,-0.912471,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0059.jpg_R.png,day17/0059.jpg,day17_0059.jpg_R.png,right,481,274,572,365,64,0.4,112.0,644.0,-0.220471,0.044859,0.006136,-11.232599,-20.288814,451.968353,-11.484305,2.022405,446.972867,92.044395,140.487021,-33.200501,103.5287,138.464616,-480.173368,0.202858,0.271313,-0.940871,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day20_0236.jpg_R.png,day20/0236.jpg,day20_0236.jpg_R.png,right,515,266,613,363,64,0.4,1076.0,394.0,-0.085394,0.037956,-0.031738,6.072867,-23.061554,443.069948,6.760345,-0.291348,441.106824,-123.524781,86.899854,-14.863842,-130.285126,87.191202,-455.970666,-0.270207,0.180832,-0.945668,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day22_0919.jpg_L.png,day22/0919.jpg,day22_0919.jpg_L.png,left,721,367,806,452,64,0.4,1053.0,251.0,-0.147784,-0.073569,-0.026343,37.730415,23.841184,503.801183,38.453946,46.449174,500.45992,-118.663219,54.856635,-14.263808,-157.117165,8.407461,-514.723728,-0.291912,0.01562,-0.956318,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0358.jpg_R.png,day21/0358.jpg,day21_0358.jpg_R.png,right,552,305,659,411,64,0.4,33.0,288.0,-0.048107,0.22018,0.037581,24.551118,-0.888284,389.043153,23.578719,21.934309,388.04693,108.998412,60.662431,-32.08099,85.419693,38.728122,-420.12792,0.198434,0.089967,-0.975976,p00
